symbol,entry_date,exit_date,expiry_date_curr,expiry_date_near,closing_price_curr,closing_price_near,difference,mean,std,upper_range,lower_range,signal,entry,exit,target,stoploss,pnl,returns
TCS,2018-05-14,2018-05-17,2018-05-31,2018-06-28,3450.0,3436.05,-13.95,6.1,7.42,24.65,-12.45,Buy Spread,-13.95,-18.34999999999991,-2.8200000000000003,-17.66,-4.39999999999991,-0.3154
TCS,2020-02-17,2020-02-24,2020-02-27,2020-03-26,2208.8,2201.05,-7.75,6.93,5.2,19.93,-6.07,Buy Spread,-7.75,-15.150000000000091,0.05000000000000071,-10.35,-7.400000000000091,-0.9548
TCS,2020-02-25,2020-02-27,2020-02-27,2020-03-26,2157.75,2147.35,-10.4,6.76,5.45,20.38,-6.86,Buy Spread,-10.4,-10.649999999999636,-2.225,-13.125,-0.24999999999963585,-0.024
TCS,2020-05-27,2020-05-28,2020-05-28,2020-06-25,2003.2,1992.05,-11.15,6.54,5.49,20.26,-7.19,Buy Spread,-11.15,-16.59999999999991,-2.9150000000000014,-13.895,-5.449999999999909,-0.4888
INFY,2018-05-14,2018-05-31,2018-05-31,2018-06-28,1190.65,1163.4,-27.25,0.14,9.68,24.34,-24.06,Buy Spread,-27.25,-23.550000000000182,-12.73,-32.09,3.699999999999818,0.1358
HDFCBANK,2018-05-14,2018-05-21,2018-05-31,2018-06-28,2024.55,2017.8,-6.75,1.94,2.95,9.32,-5.44,Buy Spread,-6.75,-2.0,-2.3249999999999997,-8.225,4.75,0.7037
HDFCBANK,2019-03-27,2019-03-28,2019-03-28,2019-04-25,2300.6,2316.6,16.0,4.33,4.22,14.88,-6.22,Sell Spread,16.0,12.299999999999727,9.67,18.11,3.700000000000273,0.2313
HDFCBANK,2020-03-24,2020-03-25,2020-03-26,2020-04-30,768.2,759.65,-8.55,5.49,4.24,16.09,-5.11,Buy Spread,-8.55,-11.950000000000045,-2.1900000000000004,-10.670000000000002,-3.4000000000000448,-0.3977
LUPIN,2018-05-15,2018-05-16,2018-05-31,2018-06-28,753.35,755.0,1.65,4.33,0.83,6.4,2.26,Buy Spread,1.65,4.649999999999977,2.895,1.235,2.9999999999999774,1.8182
LUPIN,2018-06-01,2018-06-04,2018-06-28,2018-07-26,765.8,766.85,1.05,4.19,0.9,6.44,1.94,Buy Spread,1.05,0.3000000000000682,2.4000000000000004,0.6000000000000001,-0.7499999999999318,-0.7143
LUPIN,2018-06-05,2018-06-11,2018-06-28,2018-07-26,761.3,762.25,0.95,4.12,1.01,6.64,1.6,Buy Spread,0.95,-0.25,2.465,0.445,-1.2,-1.2632
LUPIN,2018-06-12,2018-06-14,2018-06-28,2018-07-26,855.5,855.1,-0.4,3.95,1.27,7.12,0.78,Buy Spread,-0.4,1.8999999999999773,1.505,-1.035,2.299999999999977,5.75
LUPIN,2018-07-18,2018-07-26,2018-07-26,2018-08-30,811.15,810.25,-0.9,3.42,1.68,7.62,-0.78,Buy Spread,-0.9,1.7999999999999545,1.62,-1.74,2.6999999999999544,3.0
LUPIN,2019-07-12,2019-07-22,2019-07-25,2019-08-29,763.55,763.0,-0.55,3.66,1.64,7.76,-0.44,Buy Spread,-0.55,-1.5,1.91,-1.37,-0.95,-1.7273
LUPIN,2019-07-23,2019-07-24,2019-07-25,2019-08-29,756.65,754.4,-2.25,3.56,1.76,7.96,-0.84,Buy Spread,-2.25,-3.199999999999932,0.3900000000000001,-3.13,-0.9499999999999318,-0.4222
LUPIN,2020-02-26,2020-02-27,2020-02-27,2020-03-26,668.9,666.75,-2.15,3.31,1.75,7.68,-1.06,Buy Spread,-2.15,1.6999999999999318,0.4750000000000001,-3.025,3.8499999999999317,1.7907
LUPIN,2020-03-18,2020-03-19,2020-03-26,2020-04-30,614.55,612.05,-2.5,3.29,1.75,7.66,-1.08,Buy Spread,-2.5,0.39999999999997726,0.125,-3.375,2.8999999999999773,1.16
LUPIN,2020-06-01,2020-06-04,2020-06-25,2020-07-30,850.1,848.45,-1.65,3.25,1.75,7.62,-1.12,Buy Spread,-1.65,-3.6000000000000227,0.975,-2.525,-1.9500000000000228,-1.1818
LUPIN,2020-06-05,2020-06-08,2020-06-25,2020-07-30,905.0,901.05,-3.95,3.21,1.81,7.74,-1.32,Buy Spread,-3.95,3.449999999999932,-1.2350000000000003,-4.855,7.399999999999932,1.8734
LUPIN,2020-06-09,2020-06-10,2020-06-25,2020-07-30,920.3,918.9,-1.4,3.2,1.82,7.75,-1.35,Buy Spread,-1.4,-3.9500000000000455,1.33,-2.31,-2.5500000000000456,-1.8214
LUPIN,2020-06-12,2020-06-25,2020-06-25,2020-07-30,914.2,910.95,-3.25,3.17,1.87,7.85,-1.51,Buy Spread,-3.25,-2.1000000000000227,-0.44499999999999984,-4.1850000000000005,1.1499999999999773,0.3538
LUPIN,2020-07-01,2020-07-02,2020-07-30,2020-08-27,899.95,896.45,-3.5,3.05,2.04,8.15,-2.05,Buy Spread,-3.5,0.5499999999999545,-0.44,-4.52,4.0499999999999545,1.1571
HINDUNILVR,2018-05-15,2018-05-31,2018-05-31,2018-06-28,1522.55,1517.2,-5.35,4.38,3.36,12.78,-4.02,Buy Spread,-5.35,-3.6499999999998636,-0.3099999999999996,-7.0299999999999985,1.700000000000136,0.3178
HINDUNILVR,2019-05-10,2019-05-30,2019-05-30,2019-06-27,1696.7,1693.0,-3.7,6.23,3.86,15.88,-3.42,Buy Spread,-3.7,-4.449999999999818,2.09,-5.63,-0.7499999999998179,-0.2027
HINDUNILVR,2020-03-25,2020-03-26,2020-03-26,2020-04-30,2095.4,2113.45,18.05,6.46,3.94,16.31,-3.39,Sell Spread,18.05,10.25,12.14,20.02,7.800000000000001,0.4321
HINDUNILVR,2020-05-04,2020-05-08,2020-05-28,2020-06-25,2085.4,2080.95,-4.45,6.52,3.95,16.4,-3.36,Buy Spread,-4.45,-6.5,1.4750000000000003,-6.425000000000002,-2.05,-0.4607
HINDUNILVR,2020-05-11,2020-05-27,2020-05-28,2020-06-25,2028.55,2024.65,-3.9,6.42,4.07,16.6,-3.76,Buy Spread,-3.9,-6.850000000000136,2.2050000000000005,-5.9350000000000005,-2.9500000000001365,-0.7564
FEDERALBNK,2018-05-21,2018-05-22,2018-05-31,2018-06-28,81.2,81.4,0.2,0.52,0.13,0.84,0.2,Buy Spread,0.2,0.3999999999999915,0.395,0.135,0.19999999999999146,1.0
FEDERALBNK,2018-06-01,2018-06-04,2018-06-28,2018-07-26,83.35,83.25,-0.1,0.5,0.14,0.85,0.15,Buy Spread,-0.1,-0.25,0.11,-0.17,-0.15,-1.5
FEDERALBNK,2018-06-05,2018-06-22,2018-06-28,2018-07-26,82.55,82.3,-0.25,0.49,0.17,0.92,0.06,Buy Spread,-0.25,0.04999999999999716,0.0050000000000000044,-0.335,0.29999999999999716,1.2
FEDERALBNK,2018-07-06,2018-07-26,2018-07-26,2018-08-30,81.9,81.4,-0.5,0.39,0.29,1.12,-0.34,Buy Spread,-0.5,-0.29999999999999716,-0.06500000000000006,-0.645,0.20000000000000284,0.4
FEDERALBNK,2019-06-11,2019-06-19,2019-06-27,2019-07-25,107.5,107.1,-0.4,0.39,0.28,1.09,-0.31,Buy Spread,-0.4,-0.5999999999999943,0.020000000000000014,-0.54,-0.1999999999999943,-0.5
FEDERALBNK,2019-06-20,2019-06-27,2019-06-27,2019-07-25,104.45,103.9,-0.55,0.37,0.3,1.12,-0.38,Buy Spread,-0.55,-0.75,-0.10000000000000007,-0.7000000000000001,-0.19999999999999996,-0.3636
RELIANCE,2018-05-29,2018-05-31,2018-05-31,2018-06-28,917.1,917.15,0.05,3.53,1.28,6.73,0.33,Buy Spread,0.05,0.900000000000091,1.97,-0.59,0.8500000000000909,17.0
RELIANCE,2019-03-27,2019-03-28,2019-03-28,2019-04-25,1351.55,1360.95,9.4,4.91,1.6,8.91,0.91,Sell Spread,9.4,11.699999999999818,7.0,10.2,-2.2999999999998177,-0.2447
RELIANCE,2019-04-11,2019-04-12,2019-04-25,2019-05-30,1356.2,1365.85,9.65,5.04,1.73,9.36,0.71,Sell Spread,9.65,5.849999999999909,7.0550000000000015,10.515,3.8000000000000913,0.3938
RELIANCE,2019-04-15,2019-04-23,2019-04-25,2019-05-30,1346.05,1355.55,9.5,5.05,1.74,9.4,0.7,Sell Spread,9.5,10.75,6.8900000000000015,10.37,-1.25,-0.1316
RELIANCE,2019-04-24,2019-04-25,2019-04-25,2019-05-30,1390.95,1401.45,10.5,5.13,1.84,9.73,0.53,Sell Spread,10.5,9.450000000000045,7.74,11.42,1.0499999999999545,0.1
RELIANCE,2019-07-22,2019-07-25,2019-07-25,2019-08-29,1280.95,1280.85,-0.1,5.04,1.83,9.62,0.46,Buy Spread,-0.1,0.4500000000000455,2.645,-1.015,0.5500000000000455,5.5
RELIANCE,2020-03-19,2020-03-23,2020-03-26,2020-04-30,917.3,917.55,0.25,5.26,1.87,9.94,0.58,Buy Spread,0.25,3.8999999999999773,3.055,-0.685,3.6499999999999773,14.6
RELIANCE,2020-05-08,2020-05-14,2020-05-28,2020-06-25,1556.7,1552.45,-4.25,5.22,1.95,10.09,0.34,Buy Spread,-4.25,-0.5,-1.3250000000000002,-5.225,3.75,0.8824
RELIANCE,2020-05-15,2020-05-18,2020-05-28,2020-06-25,1463.95,1462.95,-1.0,5.16,2.06,10.31,0.01,Buy Spread,-1.0,-2.25,2.09,-2.03,-1.25,-1.25
RELIANCE,2020-05-19,2020-05-28,2020-05-28,2020-06-25,1411.9,1410.0,-1.9,5.13,2.11,10.4,-0.14,Buy Spread,-1.9,-0.5,1.265,-2.955,1.4,0.7368
RELIANCE,2020-06-12,2020-06-17,2020-06-25,2020-07-30,1588.95,1588.2,-0.75,4.99,2.25,10.62,-0.63,Buy Spread,-0.75,-2.400000000000091,2.625,-1.875,-1.650000000000091,-2.2
RELIANCE,2020-06-18,2020-06-25,2020-06-25,2020-07-30,1654.05,1651.25,-2.8,4.94,2.32,10.74,-0.86,Buy Spread,-2.8,-2.5499999999999545,0.6799999999999997,-3.96,0.2500000000000453,0.0893
INDIGO,2018-05-30,2018-05-31,2018-05-31,2018-06-28,1242.45,1226.9,-15.55,1.92,5.78,16.37,-12.53,Buy Spread,-15.55,-9.600000000000136,-6.880000000000001,-18.44,5.949999999999864,0.3826
INDIGO,2018-06-27,2018-06-28,2018-06-28,2018-07-26,1147.35,1130.1,-17.25,0.35,6.56,16.75,-16.05,Buy Spread,-17.25,-6.5,-7.41,-20.53,10.75,0.6232
INDIGO,2018-07-04,2018-07-10,2018-07-26,2018-08-30,1077.45,1056.8,-20.65,0.0,6.83,17.08,-17.08,Buy Spread,-20.65,-7.850000000000136,-10.404999999999998,-24.065,12.799999999999862,0.6199
INDIGO,2020-03-12,2020-03-16,2020-03-26,2020-04-30,1004.2,988.9,-15.3,1.67,5.88,16.37,-13.03,Buy Spread,-15.3,-20.149999999999977,-6.48,-18.24,-4.8499999999999766,-0.317
INDIGO,2020-03-17,2020-03-19,2020-03-26,2020-04-30,966.65,939.85,-26.8,1.55,6.1,16.8,-13.7,Buy Spread,-26.8,-13.350000000000023,-17.650000000000006,-29.85,13.449999999999978,0.5019
INDIGO,2020-03-23,2020-03-24,2020-03-26,2020-04-30,857.75,842.8,-14.95,1.4,6.31,17.17,-14.37,Buy Spread,-14.95,-18.399999999999977,-5.4849999999999985,-18.105,-3.449999999999978,-0.2308
INDIGO,2020-03-25,2020-03-26,2020-03-26,2020-04-30,1015.85,993.0,-22.85,1.32,6.44,17.42,-14.78,Buy Spread,-22.85,-20.25,-13.19,-26.07,2.6000000000000014,0.1138
INDIGO,2020-04-01,2020-04-07,2020-04-30,2020-05-28,999.35,982.7,-16.65,1.24,6.55,17.61,-15.14,Buy Spread,-16.65,-21.550000000000068,-6.824999999999998,-19.925,-4.90000000000007,-0.2943
INDIGO,2020-04-08,2020-04-22,2020-04-30,2020-05-28,990.85,970.05,-20.8,1.12,6.73,17.95,-15.71,Buy Spread,-20.8,-10.050000000000068,-10.705,-24.165,10.749999999999932,0.5168
INDIGO,2020-04-24,2020-04-28,2020-04-30,2020-05-28,892.8,874.2,-18.6,0.81,7.04,18.41,-16.79,Buy Spread,-18.6,-5.75,-8.040000000000001,-22.12,12.850000000000001,0.6909
INDIGO,2020-05-18,2020-05-28,2020-05-28,2020-06-25,883.3,865.0,-18.3,0.5,7.23,18.58,-17.58,Buy Spread,-18.3,-9.75,-7.455,-21.915,8.55,0.4672
INDIGO,2020-06-05,2020-06-10,2020-06-25,2020-07-30,1178.8,1159.3,-19.5,0.2,7.47,18.88,-18.48,Buy Spread,-19.5,-6.5,-8.295,-23.235,13.0,0.6667
TATASTEEL,2018-06-01,2018-06-28,2018-06-28,2018-07-26,563.6,555.95,-7.65,2.91,1.29,6.14,-0.31,Buy Spread,-7.65,-7.899999999999977,-5.715,-8.295,-0.2499999999999769,-0.0327
TATASTEEL,2019-06-03,2019-06-27,2019-06-27,2019-07-25,498.1,488.25,-9.85,2.17,2.62,8.72,-4.38,Buy Spread,-9.85,-8.600000000000023,-5.92,-11.16,1.249999999999977,0.1269
TATASTEEL,2020-06-02,2020-06-25,2020-06-25,2020-07-30,319.75,313.65,-6.1,1.51,2.99,8.99,-5.97,Buy Spread,-6.1,-4.199999999999989,-1.614999999999999,-7.595,1.900000000000011,0.3115
TATASTEEL,2020-07-07,2020-08-03,2020-07-30,2020-08-27,331.15,322.3,-8.85,1.27,3.19,9.24,-6.7,Buy Spread,-8.85,0.0,-4.065,-10.445,0.0,0.0
NESTLEIND,2018-06-01,2018-06-05,2018-06-28,2018-07-26,9941.15,9200.8,-740.35,28.2,99.53,277.02,-220.62,Buy Spread,-740.35,-388.15000000000146,-591.0550000000002,-790.115,352.19999999999857,0.4757
NESTLEIND,2018-06-06,2018-06-08,2018-06-28,2018-07-26,9796.95,9200.8,-596.15,12.18,137.66,356.33,-331.97,Buy Spread,-596.15,16.700000000000728,-389.66,-664.98,612.8500000000007,1.028
NESTLEIND,2018-12-03,2018-12-05,2018-12-27,2019-01-31,10767.75,9732.3,-1035.45,19.11,132.19,349.58,-311.36,Buy Spread,-1035.45,51.5,-837.1650000000002,-1101.545,1086.95,1.0497
M&M,2018-06-01,2018-06-28,2018-06-28,2018-07-26,905.65,902.2,-3.45,4.01,2.21,9.54,-1.52,Buy Spread,-3.45,-2.3500000000000227,-0.13500000000000026,-4.555,1.0999999999999774,0.3188
M&M,2019-06-03,2019-06-20,2019-06-27,2019-07-25,657.0,652.4,-4.6,3.46,2.22,9.01,-2.09,Buy Spread,-4.6,-6.100000000000023,-1.2699999999999996,-5.71,-1.500000000000023,-0.3261
M&M,2019-06-21,2019-06-27,2019-06-27,2019-07-25,628.45,623.5,-4.95,3.14,2.71,9.92,-3.64,Buy Spread,-4.95,-3.400000000000091,-0.8850000000000007,-6.305,1.5499999999999092,0.3131
M&M,2020-06-01,2020-06-12,2020-06-25,2020-07-30,461.6,455.4,-6.2,2.68,2.4,8.68,-3.32,Buy Spread,-6.2,-1.9500000000000455,-2.6000000000000005,-7.4,4.249999999999955,0.6855
HEROMOTOCO,2018-06-01,2018-06-04,2018-06-28,2018-07-26,3634.25,3607.15,-27.1,14.97,5.84,29.57,0.37,Buy Spread,-27.1,-16.34999999999991,-18.340000000000003,-30.020000000000003,10.750000000000092,0.3967
HEROMOTOCO,2018-06-05,2018-06-28,2018-06-28,2018-07-26,3616.35,3590.1,-26.25,14.29,7.65,33.42,-4.84,Buy Spread,-26.25,-35.850000000000364,-14.775,-30.075,-9.600000000000364,-0.3657
HEROMOTOCO,2019-01-01,2019-01-09,2019-01-31,2019-02-28,3144.15,3113.8,-30.35,11.43,11.97,41.36,-18.5,Buy Spread,-30.35,-41.30000000000018,-12.395,-36.335,-10.95000000000018,-0.3608
HEROMOTOCO,2019-01-10,2019-01-23,2019-01-31,2019-02-28,2935.1,2908.7,-26.4,10.24,13.71,44.52,-24.04,Buy Spread,-26.4,-4.399999999999636,-5.834999999999997,-33.254999999999995,22.000000000000362,0.8333
HEROMOTOCO,2019-01-29,2019-01-31,2019-01-31,2019-02-28,2636.4,2594.6,-41.8,8.95,14.74,45.8,-27.9,Buy Spread,-41.8,-26.100000000000364,-19.69,-49.17,15.699999999999633,0.3756
HEROMOTOCO,2020-01-02,2020-01-28,2020-01-30,2020-02-27,2438.3,2414.3,-24.0,9.1,12.99,41.58,-23.38,Buy Spread,-24.0,-35.05000000000018,-4.5150000000000015,-30.495,-11.050000000000182,-0.4604
HEROMOTOCO,2020-01-29,2020-01-30,2020-01-30,2020-02-27,2484.45,2447.1,-37.35,7.7,14.51,43.98,-28.58,Buy Spread,-37.35,-39.90000000000009,-15.585,-44.605,-2.5500000000000895,-0.0683
HDFC,2018-06-01,2018-06-04,2018-06-28,2018-07-26,1847.35,1836.2,-11.15,8.19,2.31,13.96,2.41,Buy Spread,-11.15,-6.75,-7.685,-12.305,4.4,0.3946
HDFC,2018-06-05,2018-06-28,2018-06-28,2018-07-26,1851.65,1843.4,-8.25,7.9,3.14,15.75,0.05,Buy Spread,-8.25,-6.800000000000182,-3.54,-9.82,1.449999999999818,0.1758
HDFC,2019-06-03,2019-06-11,2019-06-27,2019-07-25,2237.95,2234.25,-3.7,8.4,4.71,20.18,-3.38,Buy Spread,-3.7,-6.599999999999909,3.3649999999999998,-6.055,-2.899999999999909,-0.7838
HDFC,2019-06-12,2019-06-18,2019-06-27,2019-07-25,2185.85,2181.15,-4.7,8.17,4.97,20.6,-4.25,Buy Spread,-4.7,-8.599999999999909,2.755,-7.1850000000000005,-3.899999999999909,-0.8298
HDFC,2019-06-19,2019-06-27,2019-06-27,2019-07-25,2179.8,2173.7,-6.1,7.97,5.21,21.0,-5.06,Buy Spread,-6.1,1.0499999999997272,1.715,-8.705,7.149999999999727,1.1721
HDFC,2020-06-01,2020-06-25,2020-06-25,2020-07-30,1733.75,1716.9,-16.85,8.34,4.91,20.62,-3.94,Buy Spread,-16.85,-19.399999999999864,-9.485,-19.305,-2.549999999999862,-0.1513
BAJAJ-AUTO,2018-06-01,2018-06-28,2018-06-28,2018-07-26,2907.75,2860.2,-47.55,13.4,8.0,33.4,-6.6,Buy Spread,-47.55,-45.20000000000027,-35.55,-51.55,2.3499999999997243,0.0494
BAJAJ-AUTO,2019-06-03,2019-06-27,2019-06-27,2019-07-25,3051.1,3000.2,-50.9,7.42,15.68,46.62,-31.78,Buy Spread,-50.9,-40.34999999999991,-27.38,-58.74,10.55000000000009,0.2073
BAJAJ-AUTO,2020-02-13,2020-02-24,2020-02-27,2020-03-26,3144.1,3091.0,-53.1,6.15,17.34,49.5,-37.2,Buy Spread,-53.1,-106.80000000000018,-27.090000000000003,-61.77,-53.70000000000018,-1.0113
BAJAJ-AUTO,2020-02-25,2020-02-27,2020-02-27,2020-03-26,2955.9,2848.4,-107.5,5.09,19.61,54.11,-43.94,Buy Spread,-107.5,-106.80000000000018,-78.08500000000002,-117.305,0.6999999999998181,0.0065
TITAN,2018-06-05,2018-06-12,2018-06-28,2018-07-26,868.4,869.25,0.85,3.88,1.2,6.88,0.88,Buy Spread,0.85,0.20000000000004547,2.65,0.25,-0.6499999999999545,-0.7647
TITAN,2019-04-05,2019-04-24,2019-04-25,2019-05-30,1114.85,1123.05,8.2,4.2,1.38,7.65,0.75,Sell Spread,8.2,8.950000000000045,6.129999999999999,8.889999999999997,-0.7500000000000462,-0.0915
TITAN,2019-05-08,2019-05-13,2019-05-30,2019-06-27,1096.35,1106.0,9.65,4.4,1.6,8.4,0.4,Sell Spread,9.65,7.25,7.25,10.45,2.4000000000000004,0.2487
TITAN,2019-05-20,2019-05-28,2019-05-30,2019-06-27,1236.5,1245.5,9.0,4.48,1.66,8.63,0.33,Sell Spread,9.0,6.5,6.51,9.83,2.5,0.2778
TITAN,2019-06-04,2019-06-06,2019-06-27,2019-07-25,1255.5,1265.55,10.05,4.57,1.73,8.9,0.25,Sell Spread,10.05,5.850000000000136,7.455000000000001,10.915,4.199999999999864,0.4179
TITAN,2019-07-11,2019-07-25,2019-07-25,2019-08-29,1101.7,1101.6,-0.1,4.59,1.78,9.04,0.14,Buy Spread,-0.1,-0.8500000000001364,2.57,-0.99,-0.7500000000001364,-7.5
TITAN,2020-02-14,2020-02-27,2020-02-27,2020-03-26,1295.25,1295.5,0.25,4.63,1.74,8.98,0.28,Buy Spread,0.25,0.5,2.86,-0.62,0.25,1.0
TITAN,2020-06-01,2020-06-09,2020-06-25,2020-07-30,957.55,953.9,-3.65,4.45,1.96,9.35,-0.45,Buy Spread,-3.65,1.25,-0.71,-4.63,4.9,1.3425
TITAN,2020-07-01,2020-07-07,2020-07-30,2020-08-27,950.95,948.75,-2.2,4.31,2.12,9.61,-0.99,Buy Spread,-2.2,-4.149999999999977,0.98,-3.26,-1.949999999999977,-0.8864
TITAN,2020-07-08,2020-08-04,2020-07-30,2020-08-27,995.15,993.55,-1.6,4.25,2.2,9.75,-1.25,Buy Spread,-1.6,0.0,1.7000000000000002,-2.7,0.0,0.0
LT,2018-07-02,2018-07-04,2018-07-26,2018-08-30,1262.1,1254.4,-7.7,5.52,1.7,9.77,1.27,Buy Spread,-7.7,-9.200000000000045,-5.15,-8.55,-1.5000000000000453,-0.1948
LT,2018-07-05,2018-07-26,2018-07-26,2018-08-30,1254.75,1245.4,-9.35,5.18,2.77,12.1,-1.74,Buy Spread,-9.35,-6.399999999999864,-5.1949999999999985,-10.735,2.950000000000136,0.3155
LT,2019-01-21,2019-01-23,2019-01-31,2019-02-28,1314.9,1296.95,-17.95,4.52,4.31,15.29,-6.25,Buy Spread,-17.95,-8.199999999999818,-11.485,-20.105,9.750000000000181,0.5432
LT,2019-01-24,2019-01-28,2019-01-31,2019-02-28,1297.05,1288.25,-8.8,4.35,4.55,15.72,-7.02,Buy Spread,-8.8,3.449999999999818,-1.9750000000000012,-11.075,12.249999999999819,1.392
LT,2019-06-03,2019-06-27,2019-06-27,2019-07-25,1568.6,1561.15,-7.45,4.78,4.54,16.13,-6.57,Buy Spread,-7.45,0.4499999999998181,-0.6399999999999997,-9.72,7.899999999999818,1.0604
IDEA,2018-07-02,2018-07-03,2018-07-26,2018-08-30,57.2,58.15,0.95,0.39,0.18,0.84,-0.06,Sell Spread,0.95,0.14999999999999858,0.6799999999999999,1.04,0.8000000000000014,0.8421
IDEA,2019-01-09,2019-01-10,2019-01-31,2019-02-28,37.15,37.0,-0.15,0.31,0.16,0.71,-0.09,Buy Spread,-0.15,0.20000000000000284,0.09,-0.23,0.35000000000000286,2.3333
IDEA,2019-01-11,2019-01-14,2019-01-31,2019-02-28,37.05,36.8,-0.25,0.31,0.17,0.74,-0.12,Buy Spread,-0.25,0.05000000000000426,0.0050000000000000044,-0.335,0.30000000000000426,1.2
IDEA,2019-02-11,2019-02-18,2019-02-28,2019-03-28,29.5,29.1,-0.4,0.29,0.18,0.74,-0.16,Buy Spread,-0.4,-0.6500000000000021,-0.13,-0.49,-0.2500000000000021,-0.625
IDEA,2019-02-19,2019-02-25,2019-02-28,2019-03-28,29.9,29.3,-0.6,0.27,0.21,0.8,-0.26,Buy Spread,-0.6,-0.75,-0.285,-0.705,-0.15000000000000002,-0.25
IDEA,2019-02-26,2019-02-27,2019-02-28,2019-03-28,29.9,29.1,-0.8,0.25,0.24,0.85,-0.35,Buy Spread,-0.8,-0.10000000000000142,-0.4400000000000001,-0.92,0.6999999999999986,0.875
IDEA,2019-03-08,2019-03-19,2019-03-28,2019-04-25,31.3,30.75,-0.55,0.24,0.26,0.89,-0.41,Buy Spread,-0.55,-0.9499999999999993,-0.16000000000000006,-0.68,-0.39999999999999925,-0.7273
IDEA,2019-03-20,2019-03-22,2019-03-28,2019-04-25,32.0,29.2,-2.8,0.21,0.34,1.06,-0.64,Buy Spread,-2.8,-2.25,-2.29,-2.97,0.5499999999999998,0.1964
IDEA,2019-03-25,2019-03-27,2019-03-28,2019-04-25,30.25,27.9,-2.35,0.19,0.4,1.19,-0.81,Buy Spread,-2.35,-1.6000000000000014,-1.75,-2.5500000000000003,0.7499999999999987,0.3191
IDEA,2019-04-16,2019-04-22,2019-04-25,2019-05-30,17.55,16.35,-1.2,0.13,0.48,1.33,-1.07,Buy Spread,-1.2,-1.700000000000001,-0.48,-1.44,-0.5000000000000011,-0.4167
IDEA,2019-04-23,2019-04-25,2019-04-25,2019-05-30,16.8,14.8,-2.0,0.11,0.51,1.38,-1.16,Buy Spread,-2.0,-1.75,-1.235,-2.255,0.25,0.125
IDEA,2020-06-11,2020-06-12,2020-06-25,2020-07-30,9.4,10.65,1.25,0.07,0.4,1.07,-0.93,Sell Spread,1.25,-0.049999999999998934,0.6499999999999999,1.45,1.299999999999999,1.04
IDEA,2020-07-07,2020-07-08,2020-07-30,2020-08-27,9.55,10.75,1.2,0.08,0.4,1.08,-0.92,Sell Spread,1.2,0.049999999999998934,0.5999999999999999,1.4,1.150000000000001,0.9583
IDEA,2020-07-17,2020-08-13,2020-07-30,2020-08-27,8.85,7.85,-1.0,0.08,0.4,1.08,-0.92,Buy Spread,-1.0,0.0,-0.3999999999999999,-1.2,0.0,0.0
SUNPHARMA,2018-07-04,2018-07-05,2018-07-26,2018-08-30,580.8,582.3,1.5,2.63,0.38,3.58,1.68,Buy Spread,1.5,2.699999999999932,2.0700000000000003,1.31,1.1999999999999318,0.8
SUNPHARMA,2018-08-01,2018-08-03,2018-08-30,2018-09-27,576.8,577.55,0.75,2.61,0.41,3.64,1.58,Buy Spread,0.75,-0.20000000000004547,1.365,0.545,-0.9500000000000455,-1.2667
SUNPHARMA,2018-08-06,2018-08-09,2018-08-30,2018-09-27,578.15,579.2,1.05,2.57,0.51,3.84,1.3,Buy Spread,1.05,0.5,1.815,0.795,-0.55,-0.5238
SUNPHARMA,2018-08-10,2018-08-13,2018-08-30,2018-09-27,556.25,557.35,1.1,2.52,0.57,3.94,1.1,Buy Spread,1.1,0.75,1.955,0.8150000000000002,-0.3500000000000001,-0.3182
SUNPHARMA,2018-08-14,2018-08-17,2018-08-30,2018-09-27,604.2,604.4,0.2,2.49,0.62,4.04,0.94,Buy Spread,0.2,1.3000000000000682,1.13,-0.11,1.1000000000000683,5.5
